artist.hotttnesss,artist.id,artist.name,latitude,longitude,release.id,release.name,song.id,tempo,terms,title,year
0.442765842,ARV1JVD1187B9AD195,Loudon Wainwright III,35.91463,-79.05661,28723,Grown Man,SOINBCU12A6D4F94C0,102.428,modern rock,Human Cannonball,1995
0.466628889,AR7TTS41187B9B42D3,R.L. Burnside,34.36401,-89.51877,557761,A Bothered Mind,SOTWVQT12A58A79650,89.984,delta blues,Glory Be,2004
0.544257506,ART3O5Z1187B9AB043,Stevie Ray Vaughan,32.77815,-96.7954,417945,Greatest Hits,SOTSEJY12AB0180F56,116.721,texas blues,Crossfire,1992
0.452817838,AR5U94U1187FB5CDCF,John Hammond,37.1573567501,-63.9333578685,575531,Bluesman,SOTSETT12AB01863B8,123.142,blues,I Can't Be Satisfied,2002
0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,37.1573567501,-63.9333578685,234425,Etiquette,SOTUNMH12A6D4FA3E6,141.919,trip hop,Nashville Parthenon,2006
0.33457736,AR6IRG41187B9A4D98,Ec8or,52.51607,13.37698,505301,Ec8or,SOEPPKB12AB018418B,95.596,hardcore techno,Cocain Ducks,1995
0.479308459,ARS1OWB1187B99EEAD,The New York Dolls,37.1573567501,-63.9333578685,74655,Too Much Too Soon,SOGKIWV12A6D4F86C4,154.953,glam rock,Human Being,1974
0.427914247,ARGMXQW1187FB54C34,Eliane Elias,-23.56287,-46.65466,322532,Bossa Nova Stories,SOPHYIS12AAF3B35A3,86.091,brazilian jazz,The More I See You,2009
0.412240601,AROEL1B1187B988B90,Lost Boyz,37.1573567501,-63.9333578685,14592,Love_ Peace & Nappiness,SOFHBAR12A6701D0FE,90.218,gangster rap,Certain Things We Do,1997
0.40439264,AR8W8DN1187FB35ED0,The Germs,34.05349,-118.24532,515081,Germicide,SOCPRKM12AB018A2FD,133.144,rock,Forming,1977
0.383475745,ARUWLCL1187FB549B8,Yamandu Costa,37.1573567501,-63.9333578685,765750,MafuA!,SOFGHAM12AB0186412,205.317,brazilian jazz,MafuA!,0
0.500691341,AR3793X1187FB50CB3,Chris Rea,37.1573567501,-63.9333578685,17220,The Road To Hell Part 2,SODHVES12A6701CE6B,180.149,soft rock,Driving Home For Christmas,1986
0.338414819,ARINEWW1187FB5577E,Perrey And Kingsley,37.1573567501,-63.9333578685,617077,Vanguard Visionaries,SOXIATP12AAF3B2184,102.538,easy listening,Spooks In Space,1966
0.523699078,ARDGB6U1187FB3AD07,Eurythmics,51.50632,-0.12714,278999,Be Yourself Tonight,SOGNQWU12A8AE4868F,84.164,dance rock,Tous Les GarASSons Et Les Filles,1985
0.383524247,AR2J2WF1187FB46271,Francis Dunnery,54.48303,-3.53444,19601,Hometown 2001,SOYQOFI12A6D4F76E1,124.175,singer-songwriter,Too Much Saturn,1995
0.481655862,ARUI8651187B9ACF52,John Cale,37.1573567501,-63.9333578685,38599,Eat / Kiss: Music For The Films By Andy Warhol,SOVOLGY12A6D4F822B,137.004,experimental rock,Movement 4 [from Kiss] (Album Version),1997
0.380704536,AR89DTT1187B9A7ED5,Suzanne Ciani,37.77916,-122.42005,619882,The Ultimate Most Relaxing New Age Piano in the Universe,SOMZCVH12AB0182B8E,106.33,meditation,Stream,0
0.396855869,ARMD0G81187B99A519,Vickie Winans,37.1573567501,-63.9333578685,618615,Classic Gold: Best of All,SONXJBL12AAF3B2C0C,107.961,ccm,Make Me Over,0
0.45755391,AR0VZWC1187B99BA57,The Berzerker,-37.81753,144.96715,681639,The Berzerker,SOYWZTU12AB0180E26,174.287,speedcore,Deform (live),2000
0.788805935,ARF2EHS1187B994F4E,Kings Of Leon,36.16778,-86.77836,449471,Holy Roller Novocaine,SOLGHDZ12AB0183B11,116.823,southern rock,Wicker Chair,2003
0.30004649,ARZKRD01187FB45FD2,Edith Lefel,37.1573567501,-63.9333578685,321356,Jeux de dames_ vol. 1 (rA(c)alisation Ronald Rubinel),SOTNTNJ12AAA15FBD6,101.972,zouk,An ti chans',0
0.189314878,ARK4H5K1187B992F74,Taras,37.1573567501,-63.9333578685,530141,I Will Love Again,SOXZXXV12AAF3B3A67,127.97,trance,I Will Love Again (JJ's Club Radio),0
0.554291489,AR06EB01187FB40150,NOFX,37.1573567501,-63.9333578685,104765,White Trash ......,SOPIKEG12A58291636,152.622,punk,Stickin In My Eye,1992
0.26803784,ARKPDBH1242077DEB1,Murskahumppa,37.1573567501,-63.9333578685,695158,Murskapunkkia,SOIRNBO12AC468D207,110.787,suomi rock,Ota kiinni,0
0.466826993,ARBJSO81187B9BA09B,Soda Stereo,37.1573567501,-63.9333578685,509770,CanciA3n Animal,SOSBDSF12AB0189007,112.903,rock,Entre CanAbales,1990
0.30045446,ARRC2JF1187B9B6A93,Bruce Rowland,-24.9162,133.39311,223779,The Man from Snowy River,SOIJXXM12A8C1416D6,115.642,easy listening,Rosemary Recalls,1985
0.266275286,ARNIFX51187FB418EA,Xcultures,37.1573567501,-63.9333578685,466577,One World One People,SOHMMMC12AB0181C42,125.013,gabba,Sudanese Dance,2000
0.337507289,ARCCRTI11F4C845308,White Heart,37.1573567501,-63.9333578685,148547,Tales Of Wonder,SOVJXVJ12A8C13517D,113.277,ccm,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.36366811,ARNVH8S1187FB52F86,Heavy D / McGruff,18.11526,-77.27348,423012,Waterbed Hev,SOFZCTA12AB0188D8F,96.979,pop rap,Wanna Be A Player,1997
0.579988982,ARNLO5S1187B9B80CC,Van Halen,37.1573567501,-63.9333578685,7133,The Best Of Both Worlds,SOLRYQR12A670215BF,140.995,heavy metal,Panama (Remastered Album Version),0
1.005941966,ARTDQRC1187FB4EFD4,Black Eyed Peas,37.1573567501,-63.9333578685,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,SOCHRXB12A8AE48069,105.206,hip hop,Let's Get It Started,2004
0.598458501,ARK9TRQ1187B99C095,Nine Inch Nails,41.50471,-81.69074,15567,Things Falling Apart,SOKBBXO12A6701DEA0,63.017,industrial metal,Metal,2000
0.479407676,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,37.1573567501,-63.9333578685,413222,Your Funeral... My Trial (2009 Digital Remaster),SOWHYUG12A58A77FAB,144.603,rock,She Fell Away (2009 Digital Remaster),0
0.139247394,ARMBYRO1187FB57419,Nadine Renee,37.1573567501,-63.9333578685,80578,Oasis of Love,SOYSTDI12A6D4F6500,167.92,freestyle,Next Time,0
0.389100776,ARWY7I71187FB36C3D,Lesley Gore,40.71455,-74.00712,26902,60's Triple set,SOOOROX12A6D4F8400,129.122,brill building pop,It's My Party,1963
0.322485106,AR6Y22S1187B99906F,Smartbomb,37.1573567501,-63.9333578685,633532,Yeah.  Well_ Anyway....,SONSPZE12AB01819CE,132.022,melodic hardcore,Complicate It,2001
0.335651839,ARI5P4N1187FB3F44D,Suburbs,37.1573567501,-63.9333578685,435830,Un Titre de Toune,SOHWGFU12AB017B036,183.92,british pop,Monde De Fou,2005
0.453391186,ARYPWUK1187B98ACED,Emperor,64.55653,12.66538,495734,Live Inferno,SOQQVQJ12AB0185192,89.867,heavy metal,Opus a Satana (Part 2),0
0.364384925,ARW63KF1187B98AC48,Julien Clerc,46.71067,1.71819,664484,Vendredi 13 - 1981,SODRHHD12AB0189F2A,119.896,chanson,This Melody (Live),0
0.481024239,AR8H87D1187FB3A841,Glen Campbell,34.03142,-93.50243,112851,Unconditional Love,SOQGFVO12A8C13C8C3,137.29,country rock,I'm Gone This Time,0
0.343281882,ARLWR721187B9A03C9,T.G. Sheppard,35.82213,-88.91599,200689,The Very Best Of,SORABMD12A8C136672,82.343,country rock,You Feel Good All Over,2002
0.386669092,ARF4V431187FB3AA41,Slim Whitman,27.94653,-82.45927,682725,Country Lovers. Vol. 3,SOTUBVH12AB018D2EC,91.487,folk-pop,Indian Love Call,1990
0.538070295,ARBGWMW1187B9AEA3E,Savage Garden,37.1573567501,-63.9333578685,287804,Affirmation,SOMQAGT12A8C132DB4,84.69,easy listening,You Can Still Be Free,1999
0.552413346,AR6G4V01187B9AD086,Queens Of The Stone Age,37.1573567501,-63.9333578685,220917,Lullabies To Paralyze,SOKLLOH12A67020F2C,115.606,stoner metal,I Never Came,2005
0.347598889,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,33.52029,-86.8115,629785,It's War Again,SONRLQH12AB017C232,126.523,western swing,Dixie,0
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,53.4796,-2.24881,11305,The Singles,SODDZAD12A6701DC4C,113.677,indie rock,Commercial Reign,1990
0.421415103,AR9XEVF1187B99D017,Borialis,37.1573567501,-63.9333578685,4967,What You Thought You Heard,SORENXV12A6701F61F,86.938,rap rock,Hourglass,0
0.404182207,ARCFOZ71187FB43A0D,The Dirty Skirts,37.1573567501,-63.9333578685,325335,Daddy Don't Disco,SOYMMDY12AB01825B2,141.936,indie rock,Wake,0
0.313569343,ARHFEBO11F50C4825A,Flor Silvestre,37.1573567501,-63.9333578685,82932,15 Exitos Vol. 2 Flor Silvestre,SOJWQIP12A6D4F710A,106.049,ranchera,Caricia Y Herida,0
0.148985481,AR107SB1187B9A79F9,BA(c)zu,37.1573567501,-63.9333578685,401583,"Le top du pA""re NAPel",SOOVOKS12AB017EE57,126.88,chanson,Le tortillard,0
0.493566843,ARXWAQQ1187B9AE954,Redman,37.1573567501,-63.9333578685,8552,Malpractice,SORWHWY12A6702038E,85.008,hip hop,WKYA (drop),2001
0.31781096,ARL6XZC1187FB3936E,Solistiyhtye Suomi,37.1573567501,-63.9333578685,217058,20 Suosikkia / Rilluttele yAP,SOGYYLE12A8C13E5EA,133.699,german pop,TerA$?slintu,0
0.331090126,ARSDSMG1187B98CB59,Eddie Cantor,40.71455,-74.00712,489673,The Fabulous Eddie Cantor,SOITUXQ12AB0183AE9,118.975,easy listening,Now's The Time To Fall In Love,0
0.349192218,AR3WMW01187B9921F7,Schizoid,37.1573567501,-63.9333578685,475992,Grim Prospects Remixes - Grim Prospects Will Never End,SOTWEZZ12A8C142B60,102.408,breakcore,Grim Prospects (Gross Prospects - Bad Trip Remix),0
0.316354001,AR3C3C01187B98E800,Kai Winding,56.153,10.20452,495041,The Incredible Kai Winding Trombones,SOUVRGZ12A58A77F90,112.006,hard bop,Mangos,1961
0.317833879,ARDD9UN1187B98D3A7,Sonny Simmons,31.84666,-91.657,225610,Staying on the Watch,SOBLTSM12A6D4F9EEA,45.527,free jazz,A Distant Voice,0
0.345751247,ARJGNV61187B98F3B5,Mira,37.1573567501,-63.9333578685,473710,Openbare Weg,SOUQVUD12A8C142DCE,85.621,shoegaze,Openbare Weg,2006
0.277561738,ARSVI4L1187B996181,Citizen Kaned,37.1573567501,-63.9333578685,710902,Tip World Singles 2000,SOCRPDR12AB0185B75,108.061,chill-out,President Johnson,2000
0.432011947,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,37.1573567501,-63.9333578685,341940,Praise Him...Live!,SOXVBVL12AF72A600C,216.195,gospel,Lead Me Lord,1995
0.325148571,AR4PCIG1187B98D07D,Ellen McIlwaine,36.16778,-86.77836,766444,Spontanous Combustion,SOIQHDR12AB01896C8,132.428,blues-rock,Spontanous Combustion,0
0.414892612,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,37.77916,-122.42005,432406,From All Sides,SODLSHA12AAF3B29F2,168.307,latin jazz,Choro,0
0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,37.1573567501,-63.9333578685,546663,Maurice Chevalier  The Essential Collection Vol 1,SOAGHMH12AB0180285,140.956,chanson,Ma Louise,0
0.384184259,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,37.1573567501,-63.9333578685,548374,Dave Pearce Best of the Dance Years 1988 - 1992,SORAVUP12AB018556E,130.016,tech house,I Want You (Forever),1991
0.412671631,AR9ODB41187FB459B2,Organized Konfusion,37.1573567501,-63.9333578685,704183,The Equinox,SOFXNQP12AB0184F1A,175.769,hip hop,Hate,1997
0.628246419,ARF3GX71187FB3EB66,Martina McBride,37.1573567501,-63.9333578685,307618,Timeless,SOGQTRZ12A8C13C8B0,100.194,country,I Can't Stop Loving You,2005
0.374271174,AR3PN3R1187FB4CEBD,Horace Andy,18.01571,-76.79731,784530,Feel Good All Over: Anthology 1970-1976,SOBHVZQ12AC9618285,151.911,roots reggae,Thank You Lord,1985
0.384146444,ARYWCFZ11E2835CFDD,Nazz,37.1573567501,-63.9333578685,534470,13th And Pine,SOYPBCY12AB0181EF3,119.691,freakbeat,How Can You Call That Beautiful (Stewkey Vocal),0
0.393215104,ARUT16P1187FB532A4,Tyrone Davis,33.39847,-91.03786,599659,Call Tyrone,SOWRLSY12AC4687694,161.976,chicago soul,Cheatin' In The Next Room,0
0.405178359,AREOGMA1187B9908EF,Hot Tuna,37.77916,-122.42005,372122,Final Vinyl,SOOGQWR12A8C142505,172.398,blues-rock,Candy Man,1971
0.28404741,AR4ABL21187FB3913A,Richard Burton,40.99471,-77.60454,577023,Fifteen Poems By Dylan Thomas,SOJDYQY12AB0188C97,109.823,jazz fusion,I See The Boys Of Summer,0
0.343185045,AR8YV1I1187FB45D2B,Rory Block,40.71455,-74.00712,572855,The Early Tapes 1975-1976,SOBHQUF12AB018B03E,90.101,delta blues,Three Is a Crowd,0
0.601184942,ARR9XGB1187B9912E6,Boyz II Men,37.1573567501,-63.9333578685,523481,Legacy,SOFRAZJ12A8C143CDB,116.473,new jack swing,On Bended Knee,1994
0,ARBKUS51187B98A3AC,Howard Armstrong,35.4948,-85.01235,219943,Louie Bluie Film Soundtrack,SONNDHT12A8C13F20B,126.821,piedmont blues,My Four Reasons,0
0.422472423,ARTB5PP1187FB523B7,Donny Hathaway,41.88415,-87.63241,266932,Donny Hathaway,SOYZOXW12A8C13E195,111.191,jazz funk,Little Girl (LP Version),1971
0.335101425,ARXFQDY1187B9AAF1E,Miguel Gallardo,37.1573567501,-63.9333578685,514801,Canciones De Amor De Miguel Gallardo,SOSGJTX12AB0181F7C,125.508,male vocalist,Eternamente Amame,0
0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,37.1573567501,-63.9333578685,421962,Irfan_ le hA(c)ros,SOBQBWP12AB018611B,137.888,chanson,Niev nietch nievitch,1999
0.281284216,ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,37.1573567501,-63.9333578685,502384,What up Detroit,SODULLV12AB017FA09,150.012,ghetto tech,Come Over,0
0.33406579,ARQESNI1187FB511EE,Morel,38.8991,-77.029,254792,Peterbilt Angel,SOYAGJM12A8C13DCCE,108.367,dance pop,Blue Taxi,0
0.403509673,ARCZ20M1187FB49687,Tony Joe White,32.77942,-91.56123,138320,Homemade Ice-Cream,SORXUZZ12A8AE4798A,173.482,country rock,I Want Love (Tween You & Me) (Album Version),0
0.566971566,ARDF8K01187FB37200,Wolfmother,37.1573567501,-63.9333578685,722546,White Feather,SOCHXAE12AF72A25D6,110.745,stoner metal,White Feather,2009
0.372251208,AR11NP91187B9901B4,The Roches,37.1573567501,-63.9333578685,46647,Can We Go Home Now,SOCRHCQ12A58A7C8C6,130.027,singer-songwriter,Christlike Roche,1995
0.326848818,ARBZAIL1187FB5B1C8,Bob Margolin,42.31256,-71.08868,547104,In North Carolina,SOSEJIQ12AB017E7EB,110.168,blues-rock,You Rascal You,0
0,ARWXHRS1241B9C7A1E,Thomas Battenstein,37.1573567501,-63.9333578685,683402,Wintertime,SOMXWXQ12AC3DFA002,97.976,guitar,Sympathy,0
0.363177861,ARV1P811187FB3CFC6,Jupiter Rising,37.1573567501,-63.9333578685,128198,Electropop,SOGMXBW12A6D4FB8D7,119.979,pop rap,They Say (Album),2007
0.345809443,ARIU0MA1187B98D36F,Dharma Bums,37.1573567501,-63.9333578685,818344,DUMB: 4-track cassette recordings (1987),SOOPUTF12AB018DFAA,156.968,progressive house,Simon's Folly,0
0.318902078,ARB4D891187B9954F7,Saafir,37.1573567501,-63.9333578685,762520,The Hit List,SOFDTRZ12AB018DD11,188.886,hip hop,Crawl Before You Ball (Album Version),1999
0.498395338,ARQOC971187B9910FA,The Verve Pipe,42.73383,-84.59334,293668,Underneath,SOOGNJP12A8C1381AD,133.306,post-grunge,Medicate Myself,2001
0.301502462,AR19SOA1187B98F6E6,Bob Neuwirth,40.71455,-74.00712,117983,99 Monkeys,SOFUBCP12A8C13D5EF,152.267,singer-songwriter,Biding Her Time,1990
0.459665457,ARTDBI61187FB48479,Marvin Sapp,42.99671,-85.59012,6949,Nothing Else Matters,SOVZBDR12A6702012E,166.275,gospel,More And More  (LP Version),0
0.431526919,ARSE6YI1187B9B9CD2,James Hunter,30.2676,-97.74298,735425,A Tribute to The American Horse,SOPWKSS12AC468E659,114.971,blue-eyed soul,Cowboy Ways,0
0.32188269,AR6C8EJ1187FB3F473,Nelson Ned,37.1573567501,-63.9333578685,158078,Mis Momentos,SOCCQIQ12A8C13C76B,144.651,latin jazz,Brasas Vivas,0
0.351210537,AROI96Z1187B9A5304,Mish Mash,37.1573567501,-63.9333578685,199953,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,SODBMZD12A8C134232,152.005,vocal house,Kolomeyke,0
0.273453727,ARIOSKN1257509BCE1,Cama,37.1573567501,-63.9333578685,329135,In this Life,SOBUWPY12A8C1446C0,155.074,los angeles,In This Life,2009
0.446890727,ARI0PUX1187FB3F215,Maxi Priest,54.31392,-2.23218,276924,Best Of Maxi Priest,SORWXUP12A58A79E65,61.971,lovers rock,Groovin' In The Midnight,1991
0.507965802,ARYO9BU1187B9ADA88,Porcupine Tree,37.1573567501,-63.9333578685,193554,Signify (Special Edition),SOJEVZW12A8C133988,124.04,experimental rock,Waiting,1997
0.424931835,ARZ507V1187FB4425E,Ragheb Alama,37.1573567501,-63.9333578685,409813,Bravo Alayki Rare recording,SOOODKC12AB018462F,191.196,arabesque,A'chek Ouyounik (2009 Digital Remaster),0
0.550762085,AR6XPWV1187B9ADAEB,Foo Fighters,37.1573567501,-63.9333578685,440990,In Your Honor,SODOLVO12B0B80B2F4,152.127,grunge,Hell,2005
0.682263177,AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,37.1573567501,-63.9333578685,302176,Essential R&B Hit Selection,SOEHWGF12A6D4F8B2B,100.023,dance pop,Hips Don't Lie (featuring Wyclef Jean),0
0.42251494,AR4CG3B1187FB5B861,The Avengers,37.1573567501,-63.9333578685,124344,20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,SOOZLTC12A6D4FBE91,192.688,rock,Juoksuhauta-twist (ElA$?mA$? juoksuhaudoissa),0
0.383877494,AR7BMMV1187FB5B2D7,Robben Ford,39.15093,-123.2079,762519,Talk To Your Daughter,SOOSYMY12AB01888CD,154.322,blues-rock,I Got Over It (Album Version),1988
0.339408486,AREYIHC1187B99CE0B,Brazilian Tropical Orchestra,37.1573567501,-63.9333578685,177029,American Songbook - Bacharach,SOPBKEB12A6D4FD777,236.006,bossa nova,One Less Bell To Answer,0
0.382869956,AREEMIN11F4C848971,Gil Semedo,52.1082,5.32986,517150,Nha VitA3ria,SOEWQYW12AB0183FDE,150.666,zouk,Festa,0
0.466826993,ARBJSO81187B9BA09B,Soda Stereo,37.1573567501,-63.9333578685,512234,Gira Me VerA!s Volver,SOFBQIA12AB0182219,175.421,rock,Te Hacen Falta Vitaminas,1984
0.32138373,ARBGJLS11F4C83D4B9,Xmilk,37.1573567501,-63.9333578685,517488,Scarcity,SOHDDHR12AB0183552,104.153,thrash core,Sense And Trick,0
